week_date,portfolio_nav,weekly_return_pct,cumulative_return_pct,benchmark_level,benchmark_weekly_return_pct,benchmark_cumulative_return_pct,active_return_weekly_pct,active_return_cumulative_pct,num_holdings,cash_pct,num_buys,num_sells,turnover_pct,transaction_cost_inr
2017-05-19,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-05-26,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-06-02,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-06-09,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-06-16,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-06-23,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-06-30,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-07-07,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-07-14,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-07-21,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-07-28,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-08-04,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-08-11,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-08-18,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-08-25,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-09-01,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-09-08,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-09-15,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-09-22,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-09-29,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-10-06,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-10-13,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-10-20,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-10-27,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-11-03,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-11-10,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-11-17,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-11-24,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-12-01,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-12-08,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-12-15,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-12-22,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2017-12-29,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-01-05,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-01-12,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-01-19,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-01-26,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-02-02,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-02-09,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-02-16,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-02-23,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-03-02,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-03-09,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-03-16,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-03-23,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-03-30,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-04-06,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-04-13,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-04-20,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-04-27,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-05-04,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
2018-05-11,25000.0,0.0,0.0,,,,,,0,100.0,0,0,0.0,0.0
